date,hour,users, sessionLength,event_count
2019-03-20,10,282,220,324
2019-03-20,11,290,169,344
2019-03-20,12,257,221,290
2019-03-20,13,327,73,362
2019-03-20,14,296,209,337
2019-03-20,15,275,197,297
2019-03-20,16,233,253,260
2019-03-20,17,196,147,207
2019-03-20,18,90,241,92
2019-03-20,19,64,296,69
2019-03-20,20,45,210,47
2019-03-20,21,42,209,46
2019-03-20,22,33,183,34
2019-03-20,23,36,-2143,40
2019-03-21,0,85,160,90
2019-03-21,1,125,247,132
2019-03-21,2,173,184,195
2019-03-21,3,211,230,225
2019-03-21,4,238,45,274
2019-03-21,5,304,166,345
2019-03-21,6,262,163,280
2019-03-21,7,255,195,279
2019-03-21,8,231,145,250
2019-03-21,9,243,249,274
2019-03-21,10,257,178,282
2019-03-21,11,279,227,314
2019-03-21,12,260,217,276
2019-03-21,13,344,108,368
2019-03-21,14,324,232,351
2019-03-21,15,347,240,385
2019-03-21,16,250,252,276
2019-03-21,17,172,301,189
2019-03-21,18,87,286,95
2019-03-21,19,77,306,81
2019-03-21,20,49,410,54
2019-03-21,21,51,236,52
2019-03-21,22,49,-1483,54
2019-03-21,23,42,118,43
2019-03-22,0,112,-134,117
2019-03-22,1,162,270,182
2019-03-22,2,190,187,204
2019-03-22,3,211,243,240
2019-03-22,4,203,164,235
2019-03-22,5,277,216,316
2019-03-22,6,284,218,317
2019-03-22,7,328,169,381
2019-03-22,8,321,179,354
2019-03-22,9,314,187,342
2019-03-22,10,284,178,317
2019-03-22,11,300,223,330
2019-03-22,12,259,159,286
2019-03-22,13,253,265,281
2019-03-22,14,276,104,308
2019-03-22,15,225,335,251
2019-03-22,16,204,120,231
2019-03-22,17,152,-811,175
2019-03-22,18,80,312,86
2019-03-22,19,53,271,55
2019-03-22,20,38,203,39
2019-03-22,21,47,86,48
2019-03-22,22,36,383,39
2019-03-22,23,40,267,43
2019-03-23,0,90,351,92
2019-03-23,1,118,207,131
2019-03-23,2,147,231,160
2019-03-23,3,208,138,227
2019-03-23,4,198,200,220
2019-03-23,5,214,334,228
2019-03-23,6,309,166,337
2019-03-23,7,327,143,363
2019-03-23,8,325,223,356
2019-03-23,9,234,242,249
2019-03-23,10,346,242,391
2019-03-23,11,256,222,282
2019-03-23,12,262,239,277
2019-03-23,13,354,210,387
2019-03-23,14,311,233,348
2019-03-23,15,295,231,326
2019-03-23,16,263,226,288
2019-03-23,17,172,127,197
2019-03-23,18,150,256,160
2019-03-23,19,83,232,91
2019-03-23,20,44,311,46
2019-03-23,21,51,251,55
2019-03-23,22,31,187,37
2019-03-23,23,55,337,65
2019-03-24,0,88,261,91
2019-03-24,1,141,239,156
2019-03-24,2,198,210,219
2019-03-24,3,202,133,222
2019-03-24,4,181,231,212
2019-03-24,5,229,180,247
2019-03-24,6,287,192,327
2019-03-24,7,321,202,361
2019-03-24,8,328,224,378
2019-03-24,9,282,353,314
2019-03-24,10,271,207,301
2019-03-24,11,226,215,249
2019-03-24,12,253,242,277
2019-03-24,13,271,215,294
2019-03-24,14,281,43,306
2019-03-24,15,289,122,320
2019-03-24,16,279,-22,303
2019-03-24,17,192,262,213
2019-03-24,18,117,313,126
2019-03-24,19,93,233,94
2019-03-24,20,40,373,43
2019-03-24,21,45,257,48
2019-03-24,22,28,324,30
2019-03-24,23,49,-80,52
2019-03-25,0,95,241,103
2019-03-25,1,158,176,173
2019-03-25,2,204,254,219
2019-03-25,3,249,225,271
2019-03-25,4,257,241,277
2019-03-25,5,301,251,354
2019-03-25,6,348,186,381
2019-03-25,7,303,264,325
2019-03-25,8,356,187,390
2019-03-25,9,337,237,382
2019-03-25,10,345,235,386
2019-03-25,11,296,220,358
2019-03-25,12,283,214,327
2019-03-25,13,357,122,383
2019-03-25,14,272,217,310
2019-03-25,15,283,229,323
2019-03-25,16,233,212,255
2019-03-25,17,158,273,180
2019-03-25,18,118,282,128
2019-03-25,19,86,174,90
2019-03-25,20,49,-781,54
2019-03-25,21,46,266,48
2019-03-25,22,45,114,47
2019-03-25,23,49,144,56
2019-03-26,0,95,170,102
2019-03-26,1,163,273,178
2019-03-26,2,189,229,210
2019-03-26,3,255,256,282
2019-03-26,4,303,340,353
2019-03-26,5,292,133,340
2019-03-26,6,327,242,369
2019-03-26,7,323,220,381
2019-03-26,8,371,161,401
2019-03-26,9,323,243,362
2019-03-26,10,345,191,394
2019-03-26,11,330,196,389
2019-03-26,12,320,220,365
2019-03-26,13,317,216,354
2019-03-26,14,306,10,334
2019-03-26,15,264,251,291
2019-03-26,16,230,140,252
2019-03-26,17,139,-126,157
2019-03-26,18,88,141,94
2019-03-26,19,51,225,53
2019-03-26,20,39,210,43
2019-03-26,21,47,202,54
2019-03-26,22,43,213,45
2019-03-26,23,65,275,68
2019-03-27,0,73,-305,81
2019-03-27,1,152,267,165
2019-03-27,2,189,267,209
2019-03-27,3,173,193,190
2019-03-27,4,223,332,255
2019-03-27,5,264,244,310
2019-03-27,6,326,209,387
2019-03-27,7,340,210,393
2019-03-27,8,372,222,417
2019-03-27,9,363,243,442
2019-03-27,10,329,84,397
2019-03-27,11,294,209,345
2019-03-27,12,276,225,305
2019-03-27,13,302,-70,330
2019-03-27,14,295,239,318
2019-03-27,15,261,160,286
2019-03-27,16,266,178,302
2019-03-27,17,167,328,180
2019-03-27,18,112,268,113
2019-03-27,19,59,359,62
2019-03-27,20,43,166,45
2019-03-27,21,45,-396,48
2019-03-27,22,47,-525,52
2019-03-27,23,59,-173,68
2019-03-28,0,96,242,107
2019-03-28,1,131,234,136
2019-03-28,2,180,239,197
2019-03-28,3,270,246,296
2019-03-28,4,271,181,304
2019-03-28,5,314,211,359
2019-03-28,6,330,286,380
2019-03-28,7,283,229,334
2019-03-28,8,365,226,405
2019-03-28,9,277,195,310
2019-03-28,10,268,162,310
2019-03-28,11,277,270,334
2019-03-28,12,325,219,360
2019-03-28,13,256,214,284
2019-03-28,14,292,216,323
2019-03-28,15,265,261,289
2019-03-28,16,232,230,256
2019-03-28,17,178,253,187
2019-03-28,18,89,249,99
2019-03-28,19,74,236,79
2019-03-28,20,54,-174,67
2019-03-28,21,55,266,59
2019-03-28,22,48,-79,51
2019-03-28,23,53,-125,55
2019-03-29,0,110,180,118
2019-03-29,1,152,192,160
2019-03-29,2,227,35,241
2019-03-29,3,215,221,229
2019-03-29,4,219,237,240
2019-03-29,5,299,167,320
2019-03-29,6,316,214,355
2019-03-29,7,327,210,385
2019-03-29,8,332,204,382
2019-03-29,9,295,197,331
2019-03-29,10,313,66,357
2019-03-29,11,302,221,332
2019-03-29,12,289,165,317
2019-03-29,13,262,70,286
2019-03-29,14,308,243,332
2019-03-29,15,255,236,275
2019-03-29,16,244,264,259
2019-03-29,17,181,307,198
2019-03-29,18,103,-105,115
2019-03-29,19,65,137,71
2019-03-29,20,54,243,55
2019-03-29,21,42,185,43
2019-03-29,22,46,261,51
2019-03-29,23,45,-267,51
2019-03-30,0,94,336,104
2019-03-30,1,145,69,155
2019-03-30,2,204,260,219
2019-03-30,3,191,244,206
2019-03-30,4,253,217,269
2019-03-30,5,267,113,299
2019-03-30,6,314,258,358
2019-03-30,7,345,171,383
2019-03-30,8,259,225,308
2019-03-30,9,274,250,303
2019-03-30,10,261,227,293
2019-03-30,11,240,191,270
2019-03-30,12,242,230,272
2019-03-30,13,257,270,289
2019-03-30,14,292,201,326
2019-03-30,15,338,171,373
2019-03-30,16,258,260,279
2019-03-30,17,158,116,177
2019-03-30,18,112,246,123
2019-03-30,19,64,227,75
2019-03-30,20,39,247,44
2019-03-30,21,29,425,30
2019-03-30,22,40,-756,44
2019-03-30,23,45,27,49
2019-03-31,0,87,251,91
2019-03-31,1,131,298,145
2019-03-31,2,173,232,213
2019-03-31,3,196,403,228
2019-03-31,4,184,179,210
2019-03-31,5,220,251,245
2019-03-31,6,246,240,277
2019-03-31,7,303,219,338
2019-03-31,8,300,191,332
2019-03-31,9,209,7,230
2019-03-31,10,241,12,272
2019-03-31,11,268,-76,291
2019-03-31,12,245,212,264
2019-03-31,13,272,131,299
2019-03-31,14,406,218,446
2019-03-31,15,325,193,359
2019-03-31,16,253,226,280
2019-03-31,17,196,299,213
2019-03-31,18,110,300,119
2019-03-31,19,75,307,83
2019-03-31,20,36,263,37
2019-03-31,21,34,329,40
2019-03-31,22,40,187,42
2019-03-31,23,71,212,78
2019-04-01,0,108,-2,114
2019-04-01,1,133,208,149
2019-04-01,2,223,148,247
2019-04-01,3,241,221,264
2019-04-01,4,268,175,291
2019-04-01,5,293,250,335
2019-04-01,6,359,107,409
2019-04-01,7,301,217,340
2019-04-01,8,342,93,387
2019-04-01,9,339,237,383
2019-04-01,10,369,232,420
2019-04-01,11,314,207,344
2019-04-01,12,286,228,312
2019-04-01,13,278,-70,314
2019-04-01,14,319,44,348
2019-04-01,15,249,231,282
2019-04-01,16,228,281,258
2019-04-01,17,176,40,194
2019-04-01,18,104,260,115
2019-04-01,19,53,253,58
2019-04-01,20,39,527,41
2019-04-01,21,35,270,40
2019-04-01,22,31,285,31
2019-04-01,23,45,198,48
2019-04-02,0,97,239,102
2019-04-02,1,149,293,161
2019-04-02,2,221,232,247
2019-04-02,3,270,234,298
2019-04-02,4,251,347,302
2019-04-02,5,316,250,358
2019-04-02,6,356,243,400
2019-04-02,7,320,-12,353
2019-04-02,8,326,239,360
2019-04-02,9,342,199,386
2019-04-02,10,329,81,369
2019-04-02,11,323,172,379
2019-04-02,12,287,282,344
2019-04-02,13,276,177,315
2019-04-02,14,325,220,357
2019-04-02,15,272,200,301
2019-04-02,16,243,232,268
2019-04-02,17,147,310,160
2019-04-02,18,123,351,130
2019-04-02,19,76,154,78
2019-04-02,20,46,248,49
2019-04-02,21,38,274,38
2019-04-02,22,45,284,47
2019-04-02,23,57,30,61
2019-04-03,0,110,254,117
2019-04-03,1,141,225,151
2019-04-03,2,224,-109,240
2019-04-03,3,222,43,236
2019-04-03,4,237,186,250
2019-04-03,5,255,239,291
2019-04-03,6,349,280,400
2019-04-03,7,313,237,356
2019-04-03,8,315,145,337
2019-04-03,9,348,219,390
2019-04-03,10,391,242,435
2019-04-03,11,366,223,401
2019-04-03,12,333,243,372
2019-04-03,13,360,231,395
2019-04-03,14,330,188,356
2019-04-03,15,305,241,349
2019-04-03,16,300,236,324
2019-04-03,17,216,233,265
2019-04-03,18,162,314,193
2019-04-03,19,92,198,105
2019-04-03,20,62,261,68
2019-04-03,21,42,370,42
2019-04-03,22,37,171,39
2019-04-03,23,65,252,71
2019-04-04,0,120,306,128
2019-04-04,1,157,247,170
2019-04-04,2,238,102,259
2019-04-04,3,218,110,236
2019-04-04,4,253,224,300
2019-04-04,5,292,207,354
2019-04-04,6,331,205,385
2019-04-04,7,318,259,366
2019-04-04,8,375,219,412
2019-04-04,9,329,284,377
2019-04-04,10,332,252,381
2019-04-04,11,303,212,353
2019-04-04,12,311,247,357
2019-04-04,13,332,221,376
2019-04-04,14,363,214,392
2019-04-04,15,321,99,361
2019-04-04,16,324,269,358
2019-04-04,17,196,339,226
2019-04-04,18,109,207,121
2019-04-04,19,71,-65,72
2019-04-04,20,47,333,47
2019-04-04,21,43,243,47
2019-04-04,22,48,421,49
2019-04-04,23,58,326,61
2019-04-05,0,83,242,87
2019-04-05,1,168,224,176
2019-04-05,2,203,347,217
2019-04-05,3,239,271,259
2019-04-05,4,229,238,256
2019-04-05,5,272,207,318
2019-04-05,6,365,446,417
2019-04-05,7,338,246,387
2019-04-05,8,371,202,421
2019-04-05,9,333,300,383
2019-04-05,10,344,214,377
2019-04-05,11,318,236,370
2019-04-05,12,277,127,308
2019-04-05,13,312,257,354
2019-04-05,14,370,179,407
2019-04-05,15,277,-8,303
2019-04-05,16,296,237,327
2019-04-05,17,236,243,255
2019-04-05,18,157,290,166
2019-04-05,19,89,285,95
2019-04-05,20,54,324,58
2019-04-05,21,43,334,46
2019-04-05,22,40,259,42
2019-04-05,23,73,219,77
2019-04-06,0,125,317,132
2019-04-06,1,153,254,161
2019-04-06,2,264,183,292
2019-04-06,3,238,224,252
2019-04-06,4,253,209,271
2019-04-06,5,314,230,330
2019-04-06,6,363,211,410
2019-04-06,7,378,227,411
2019-04-06,8,304,152,322
2019-04-06,9,289,250,318
2019-04-06,10,369,269,390
2019-04-06,11,290,220,303
2019-04-06,12,291,267,326
2019-04-06,13,323,217,355
2019-04-06,14,366,275,398
2019-04-06,15,325,329,353
2019-04-06,16,289,240,323
2019-04-06,17,204,282,227
2019-04-06,18,152,198,171
2019-04-06,19,78,274,88
2019-04-06,20,49,274,49
2019-04-06,21,37,186,39
2019-04-06,22,43,262,47
2019-04-06,23,59,254,71
2019-04-07,0,81,333,92
2019-04-07,1,148,236,157
2019-04-07,2,251,239,274
2019-04-07,3,228,220,245
2019-04-07,4,238,163,265
2019-04-07,5,295,182,322
2019-04-07,6,362,184,391
2019-04-07,7,343,195,388
2019-04-07,8,346,241,375
2019-04-07,9,350,240,380
2019-04-07,10,319,175,345
2019-04-07,11,280,187,304
2019-04-07,12,240,323,260
2019-04-07,13,288,305,317
2019-04-07,14,361,154,393
2019-04-07,15,305,276,337
2019-04-07,16,325,228,358
2019-04-07,17,202,269,220
2019-04-07,18,154,301,170
2019-04-07,19,69,331,72
2019-04-07,20,46,519,52
2019-04-07,21,33,322,33
2019-04-07,22,39,-91,41
2019-04-07,23,64,103,67
2019-04-08,0,105,220,112
2019-04-08,1,160,225,177
2019-04-08,2,247,249,269
2019-04-08,3,267,202,284
2019-04-08,4,249,240,280
2019-04-08,5,267,184,303
2019-04-08,6,327,28,371
2019-04-08,7,400,344,446
2019-04-08,8,409,236,455
2019-04-08,9,325,172,383
2019-04-08,10,360,213,416
2019-04-08,11,366,273,416
2019-04-08,12,371,238,402
2019-04-08,13,368,218,420
2019-04-08,14,420,243,458
2019-04-08,15,367,238,395
2019-04-08,16,312,239,345
2019-04-08,17,206,274,223
2019-04-08,18,110,346,119
2019-04-08,19,61,351,66
2019-04-08,20,48,278,53
2019-04-08,21,40,275,40
2019-04-08,22,36,292,39
2019-04-08,23,56,236,64
2019-04-09,0,93,-38,95
2019-04-09,1,170,303,187
2019-04-09,2,252,227,267
2019-04-09,3,252,237,275
2019-04-09,4,241,257,272
2019-04-09,5,321,232,363
2019-04-09,6,377,248,426
2019-04-09,7,334,236,379
2019-04-09,8,377,184,439
2019-04-09,9,322,221,381
2019-04-09,10,367,131,423
2019-04-09,11,371,173,404
2019-04-09,12,416,242,469
2019-04-09,13,420,208,468
2019-04-09,14,408,216,443
2019-04-09,15,370,221,398
2019-04-09,16,304,215,334
2019-04-09,17,197,229,208
2019-04-09,18,134,236,148
2019-04-09,19,83,244,86
2019-04-09,20,39,275,40
2019-04-09,21,45,277,49
2019-04-09,22,52,235,58
2019-04-09,23,60,296,67
2019-04-10,0,88,180,96
2019-04-10,1,184,247,201
2019-04-10,2,249,184,269
2019-04-10,3,227,236,251
2019-04-10,4,269,120,317
2019-04-10,5,319,94,354
2019-04-10,6,361,219,399
2019-04-10,7,333,248,377
2019-04-10,8,348,227,386
2019-04-10,9,360,223,401
2019-04-10,10,397,171,458
2019-04-10,11,302,236,331
2019-04-10,12,317,213,348
2019-04-10,13,313,265,354
2019-04-10,14,386,222,432
2019-04-10,15,344,213,388
2019-04-10,16,322,225,353
2019-04-10,17,219,230,247
2019-04-10,18,167,210,178
2019-04-10,19,87,237,90
2019-04-10,20,46,258,50
2019-04-10,21,47,108,48
2019-04-10,22,52,224,58
2019-04-10,23,55,330,57
2019-04-11,0,115,225,123
2019-04-11,1,193,254,211
2019-04-11,2,301,230,329
2019-04-11,3,258,216,280
2019-04-11,4,359,199,387
2019-04-11,5,382,247,418
2019-04-11,6,420,229,458
2019-04-11,7,372,226,407
2019-04-11,8,381,192,433
2019-04-11,9,418,244,453
2019-04-11,10,442,180,486
2019-04-11,11,391,252,423
2019-04-11,12,372,247,427
2019-04-11,13,386,231,427
2019-04-11,14,423,205,466
2019-04-11,15,377,190,409
2019-04-11,16,286,206,308
2019-04-11,17,238,118,261
2019-04-11,18,125,261,133
2019-04-11,19,66,335,76
2019-04-11,20,47,306,52
2019-04-11,21,53,304,57
2019-04-11,22,55,313,58
2019-04-11,23,72,366,78
2019-04-12,0,103,281,108
2019-04-12,1,163,226,176
2019-04-12,2,279,243,303
2019-04-12,3,284,292,311
2019-04-12,4,304,-81,334
2019-04-12,5,393,237,430
2019-04-12,6,319,209,349
2019-04-12,7,388,218,421
2019-04-12,8,342,205,366
2019-04-12,9,413,257,470
2019-04-12,10,402,264,459
2019-04-12,11,364,230,385
2019-04-12,12,333,223,378
2019-04-12,13,349,148,386
2019-04-12,14,350,183,395
2019-04-12,15,308,269,326
2019-04-12,16,262,238,279
2019-04-12,17,183,126,196
2019-04-12,18,114,222,122
2019-04-12,19,88,256,94
2019-04-12,20,69,243,74
2019-04-12,21,48,243,50
2019-04-12,22,39,173,39
2019-04-12,23,60,285,70
2019-04-13,0,96,179,104
2019-04-13,1,180,216,187
2019-04-13,2,224,243,235
2019-04-13,3,242,132,255
2019-04-13,4,257,249,272
2019-04-13,5,297,-64,332
2019-04-13,6,363,197,410
2019-04-13,7,377,212,421
2019-04-13,8,328,228,352
2019-04-13,9,298,280,337
2019-04-13,10,369,180,389
2019-04-13,11,338,302,365
2019-04-13,12,396,117,418
2019-04-13,13,308,236,328
2019-04-13,14,421,242,456
2019-04-13,15,318,80,348
2019-04-13,16,299,234,327
2019-04-13,17,204,250,230
2019-04-13,18,134,225,144
2019-04-13,19,89,294,90
2019-04-13,20,49,395,51
2019-04-13,21,42,311,43
2019-04-13,22,41,225,43
2019-04-13,23,57,179,62
2019-04-14,0,107,266,112
2019-04-14,1,152,288,163
2019-04-14,2,241,209,275
2019-04-14,3,247,271,279
2019-04-14,4,208,236,226
2019-04-14,5,243,247,267
2019-04-14,6,325,202,360
2019-04-14,7,297,230,312
2019-04-14,8,287,236,311
2019-04-14,9,283,203,301
2019-04-14,10,377,246,418
2019-04-14,11,308,238,338
2019-04-14,12,335,210,354
2019-04-14,13,362,228,401
2019-04-14,14,388,213,419
2019-04-14,15,338,227,382
2019-04-14,16,324,248,353
2019-04-14,17,194,361,215
2019-04-14,18,117,250,123
2019-04-14,19,78,275,83
2019-04-14,20,44,296,46
2019-04-14,21,38,70,38
2019-04-14,22,47,130,50
2019-04-14,23,65,213,73
2019-04-15,0,126,294,135
2019-04-15,1,183,-364,191
2019-04-15,2,279,216,300
2019-04-15,3,267,218,289
2019-04-15,4,317,240,345
2019-04-15,5,302,149,327
2019-04-15,6,414,204,457
2019-04-15,7,440,183,477
2019-04-15,8,422,233,468
2019-04-15,9,394,314,442
2019-04-15,10,433,246,481
2019-04-15,11,335,207,379
2019-04-15,12,273,285,303
2019-04-15,13,404,244,448
2019-04-15,14,390,184,434
2019-04-15,15,334,239,363
2019-04-15,16,311,291,338
2019-04-15,17,227,221,240
2019-04-15,18,167,74,181
2019-04-15,19,105,232,112
2019-04-15,20,63,168,67
2019-04-15,21,56,184,57
2019-04-15,22,48,136,53
2019-04-15,23,70,219,73
2019-04-16,0,123,257,130
2019-04-16,1,207,290,216
2019-04-16,2,259,229,292
2019-04-16,3,259,274,280
2019-04-16,4,216,208,245
2019-04-16,5,297,245,316
2019-04-16,6,380,279,421
2019-04-16,7,437,206,486
2019-04-16,8,366,199,399
2019-04-16,9,394,126,428
2019-04-16,10,365,222,408
2019-04-16,11,426,184,467
2019-04-16,12,380,397,403
2019-04-16,13,374,289,412
2019-04-16,14,453,262,492
2019-04-16,15,399,242,432
2019-04-16,16,348,188,377
2019-04-16,17,191,230,211
2019-04-16,18,107,282,110
2019-04-16,19,90,324,98
2019-04-16,20,58,410,83
2019-04-16,21,41,362,46
2019-04-16,22,38,215,42
2019-04-16,23,53,294,55
2019-04-17,0,105,271,112
2019-04-17,1,196,271,212
2019-04-17,2,251,94,279
2019-04-17,3,270,249,292
2019-04-17,4,262,232,286
2019-04-17,5,287,256,315
2019-04-17,6,355,243,401
2019-04-17,7,373,193,410
2019-04-17,8,363,203,407
2019-04-17,9,364,246,400
2019-04-17,10,358,215,384
2019-04-17,11,391,188,425
2019-04-17,12,356,250,391
2019-04-17,13,397,234,440
2019-04-17,14,408,237,449
2019-04-17,15,354,92,380
2019-04-17,16,307,257,338
2019-04-17,17,240,232,260
2019-04-17,18,135,237,141
2019-04-17,19,121,251,136
2019-04-17,20,47,253,49
2019-04-17,21,46,276,51
2019-04-17,22,51,281,62
2019-04-17,23,67,254,71
2019-04-18,0,123,88,127
2019-04-18,1,205,247,222
2019-04-18,2,313,196,334
2019-04-18,3,291,241,320
2019-04-18,4,281,235,298
2019-04-18,5,341,261,372
2019-04-18,6,424,-648,475
2019-04-18,7,360,214,403
2019-04-18,8,352,243,380
2019-04-18,9,397,209,443
2019-04-18,10,382,258,409
2019-04-18,11,359,262,391
2019-04-18,12,338,235,375
2019-04-18,13,361,239,397
2019-04-18,14,436,219,470
2019-04-18,15,386,94,427
2019-04-18,16,305,295,335
2019-04-18,17,196,298,215
2019-04-18,18,145,231,152
2019-04-18,19,79,306,81
2019-04-18,20,50,264,55
2019-04-18,21,45,237,47
2019-04-18,22,34,211,35
2019-04-18,23,64,291,75
2019-04-19,0,106,140,109
2019-04-19,1,181,268,198
2019-04-19,2,222,236,244
2019-04-19,3,211,163,246
2019-04-19,4,358,212,382
2019-04-19,5,358,52,393
2019-04-19,6,424,753,466
2019-04-19,7,358,198,394
2019-04-19,8,327,221,350
2019-04-19,9,320,276,356
2019-04-19,10,405,247,453
2019-04-19,11,351,234,385
2019-04-19,12,312,220,333
2019-04-19,13,323,243,355
2019-04-19,14,440,255,475
2019-04-19,15,355,239,388
2019-04-19,16,270,269,291
2019-04-19,17,226,-86,243
2019-04-19,18,139,300,147
2019-04-19,19,83,297,88
2019-04-19,20,60,-161,63
2019-04-19,21,45,256,47
2019-04-19,22,30,291,34
2019-04-19,23,54,207,54
2019-04-20,0,126,266,130
2019-04-20,1,165,251,169
2019-04-20,2,261,226,283
2019-04-20,3,245,255,267
2019-04-20,4,230,203,246
2019-04-20,5,308,247,354
2019-04-20,6,406,211,437
2019-04-20,7,327,215,348
2019-04-20,8,394,226,437
2019-04-20,9,323,264,347
2019-04-20,10,372,245,403
2019-04-20,11,344,225,375
2019-04-20,12,292,229,320
2019-04-20,13,334,271,376
2019-04-20,14,403,255,444
2019-04-20,15,319,252,351
2019-04-20,16,270,45,291
2019-04-20,17,199,213,214
2019-04-20,18,111,281,117
2019-04-20,19,60,271,63
2019-04-20,20,55,284,62
2019-04-20,21,44,320,46
2019-04-20,22,43,328,49
2019-04-20,23,52,243,56
2019-04-21,0,99,218,108
2019-04-21,1,140,163,153
2019-04-21,2,257,235,274
2019-04-21,3,248,254,273
2019-04-21,4,266,167,295
2019-04-21,5,376,199,406
2019-04-21,6,406,245,442
2019-04-21,7,342,203,368
2019-04-21,8,355,237,397
2019-04-21,9,311,261,337
2019-04-21,10,396,241,422
2019-04-21,11,308,168,334
2019-04-21,12,306,259,342
2019-04-21,13,349,182,378
2019-04-21,14,404,245,443
2019-04-21,15,356,273,382
2019-04-21,16,339,230,369
2019-04-21,17,190,274,209
2019-04-21,18,113,272,120
2019-04-21,19,109,305,113
2019-04-21,20,48,263,50
2019-04-21,21,57,263,60
2019-04-21,22,43,236,44
2019-04-21,23,72,340,76
2019-04-22,0,154,160,162
2019-04-22,1,213,267,226
2019-04-22,2,306,236,326
2019-04-22,3,283,213,293
2019-04-22,4,254,233,270
2019-04-22,5,294,247,318
2019-04-22,6,371,269,405
2019-04-22,7,423,202,454
2019-04-22,8,359,286,396
2019-04-22,9,354,209,389
2019-04-22,10,375,300,406
2019-04-22,11,341,-206,381
2019-04-22,12,314,201,349
2019-04-22,13,377,253,410
2019-04-22,14,458,124,503
2019-04-22,15,370,224,403
2019-04-22,16,321,263,352
2019-04-22,17,230,190,244
2019-04-22,18,126,276,137
2019-04-22,19,56,248,60
2019-04-22,20,52,207,54
2019-04-22,21,44,210,44
2019-04-22,22,39,171,40
2019-04-22,23,62,362,65
2019-04-23,0,117,-23,126
2019-04-23,1,164,303,173
2019-04-23,2,312,261,346
2019-04-23,3,351,200,377
2019-04-23,4,360,263,373
2019-04-23,5,348,243,391
2019-04-23,6,464,256,506
2019-04-23,7,429,236,487
2019-04-23,8,424,263,461
2019-04-23,9,452,264,491
2019-04-23,10,480,246,525
2019-04-23,11,539,253,597
2019-04-23,12,421,255,458
2019-04-23,13,432,259,468
2019-04-23,14,470,240,523
2019-04-23,15,392,217,429
2019-04-23,16,323,161,362
2019-04-23,17,208,263,224
2019-04-23,18,121,308,133
2019-04-23,19,71,320,73
2019-04-23,20,62,267,65
2019-04-23,21,48,364,52
2019-04-23,22,42,293,47
2019-04-23,23,71,284,77
2019-04-24,0,124,266,132
2019-04-24,1,201,233,216
2019-04-24,2,298,266,316
2019-04-24,3,278,225,300
2019-04-24,4,284,246,308
2019-04-24,5,298,279,333
2019-04-24,6,422,182,461
2019-04-24,7,474,250,532
2019-04-24,8,378,211,411
2019-04-24,9,305,325,335
2019-04-24,10,356,221,393
2019-04-24,11,356,195,384
2019-04-24,12,329,262,361
2019-04-24,13,368,211,410
2019-04-24,14,438,217,469
2019-04-24,15,383,219,418
2019-04-24,16,288,232,316
2019-04-24,17,211,367,224
2019-04-24,18,115,333,131
2019-04-24,19,80,315,83
2019-04-24,20,49,316,60
2019-04-24,21,42,287,46
2019-04-24,22,44,330,47
2019-04-24,23,69,256,71
2019-04-25,0,134,284,141
2019-04-25,1,183,277,207
2019-04-25,2,327,257,353
2019-04-25,3,240,227,262
2019-04-25,4,238,238,266
2019-04-25,5,343,204,378
2019-04-25,6,408,210,448
2019-04-25,7,381,230,409
2019-04-25,8,423,236,447
2019-04-25,9,349,246,381
2019-04-25,10,403,271,430
2019-04-25,11,351,226,384
2019-04-25,12,332,226,367
2019-04-25,13,315,253,333
2019-04-25,14,372,193,396
2019-04-25,15,327,212,350
2019-04-25,16,288,295,320
2019-04-25,17,180,307,197
2019-04-25,18,127,270,134
2019-04-25,19,76,317,80
2019-04-25,20,39,375,45
2019-04-25,21,41,80,42
2019-04-25,22,42,386,44
2019-04-25,23,59,246,63
2019-04-26,0,106,283,112
2019-04-26,1,179,288,195
2019-04-26,2,247,206,259
2019-04-26,3,276,258,293
2019-04-26,4,264,-201,285
2019-04-26,5,306,218,342
2019-04-26,6,429,202,472
2019-04-26,7,375,203,408
2019-04-26,8,378,214,405
2019-04-26,9,320,221,349
2019-04-26,10,428,210,474
2019-04-26,11,381,240,415
2019-04-26,12,354,227,383
2019-04-26,13,295,273,316
2019-04-26,14,455,229,496
2019-04-26,15,334,200,361
2019-04-26,16,301,290,324
2019-04-26,17,190,308,206
2019-04-26,18,125,288,139
2019-04-26,19,93,312,97
2019-04-26,20,51,161,56
2019-04-26,21,53,257,61
2019-04-26,22,44,285,51
2019-04-26,23,87,204,90
2019-04-27,0,122,281,134
2019-04-27,1,201,284,220
2019-04-27,2,251,230,266
2019-04-27,3,286,190,316
2019-04-27,4,347,249,376
2019-04-27,5,322,249,338
2019-04-27,6,393,209,430
2019-04-27,7,398,307,435
2019-04-27,8,375,235,404
2019-04-27,9,345,235,369
2019-04-27,10,332,247,358
2019-04-27,11,409,230,458
2019-04-27,12,359,246,382
2019-04-27,13,333,337,358
2019-04-27,14,415,240,458
2019-04-27,15,332,233,361
2019-04-27,16,304,276,328
2019-04-27,17,197,89,214
2019-04-27,18,122,282,126
2019-04-27,19,78,334,88
2019-04-27,20,47,451,53
2019-04-27,21,48,297,59
2019-04-27,22,40,208,44
2019-04-27,23,70,192,74
2019-04-28,0,116,256,119
2019-04-28,1,177,280,188
2019-04-28,2,265,266,294
